pr,committer,weight
19415,practicalswift,0.9997375197738883
19413,MarcoFalke,0.9996898130006966
19405,Jon Atack,0.9994849355625218
19403,fanquake,0.9993275517386508
19401,Luke Dashjr,0.360046650049344
19397,Jon Atack,0.9978996230262394
19396,MarcoFalke,0.9981380767686443
19395,Luke Dashjr,0.9980727624666202
19393,Hennadii Stepanov,0.9979846900518595
19387,Cory Fields,1.0003444949978715
19386,MarcoFalke,0.9886125642197839
19382,Cory Fields,0.9967778902531057
19381,codeShark149,0.9965791082520609
19379,practicalswift,0.9964582562333102
19377,Hennadii Stepanov,0.9962844319633113
19375,Luke Dashjr,0.9099140833623592
19375,fanquake,0.9961606274672007
19374,Hennadii Stepanov,0.9977129502641356
19368,Ivan Metlushko,0.9955094452063742
19367,Pieter Wuille,0.9964550044264484
19364,John Newbery,0.9950985005708425
19362,Pavol Rusnak,1.0191045784714965
19360,Vasil Dimov,0.9629297555294323
19358,saibato,1.036073341170324
19357,Jon Atack,0.994682520245559
19356,Glenn Willen,0.9948664446185997
19349,Franck Royer,0.9939350128439568
19348,Duncan Dean,0.9936440373563218
19347,John Newbery,0.9930550203906886
19340,Hennadii Stepanov,0.9938263411171097
19339,gzhao408,1.0322475518474978
19339,John Newbery,0.6519190830721003
19337,Vasil Dimov,0.9922999345103332
19335,Andrew Chow,0.9878058748403576
19334,Andrew Chow,0.9905642678581794
19333,MarcoFalke,0.9921467639759666
19331,MarcoFalke,0.9931709969667945
19328,Fabian Jahr,0.9820309347969639
19326,Pieter Wuille,0.992892583113825
19325,Andrew Chow,0.99009233408075
19324,Andrew Chow,0.9888627565163125
19323,Hennadii Stepanov,0.9912266160164868
19321,MarcoFalke,0.9820290639875768
19320,MarcoFalke,0.9925820208188204
19318,fanquake,0.9910089309038662
19316,Amiti Uttarwar,0.9812716858734043
19315,Amiti Uttarwar,0.9967913434512751
19314,Aaron Hook,0.8564873048008824
19309,Hennadii Stepanov,0.9903579164489725
19308,Andrew Chow,0.9639917584610472
19304,Troy Giorshev,0.9902918190525949
19302,MarcoFalke,0.9901876795977012
19300,João Barbosa,0.9901841420672239
19297,glowang,1.0142670849116162
19295,MarcoFalke,0.9895195307964705
19292,Andrew Chow,0.9888882811592941
19289,João Barbosa,1.0062205024381747
19288,practicalswift,1.0331785164867062
19284,wiz,0.9885508461047254
19282,Luke Dashjr,0.9885092120921862
19281,Ivan Metlushko,0.9884165560054569
19280,Patrick Strateman,0.9886846615097333
19279,João Barbosa,0.9882147534976199
19277,MarcoFalke,0.9856217799402066
19276,MarcoFalke,0.9879310072709857
19272,Jon Atack,0.988274412588529
19271,Andrew Toth,1.0148259716417045
19268,Hennadii Stepanov,1.0042704160861489
19267,MarcoFalke,0.985862413647974
19262,MarcoFalke,0.9646066039344595
19261,João Barbosa,0.986217418437246
19260,gzhao408,0.9841991605470413
19259,practicalswift,0.9837988481558884
19258,Sjors Provoost,0.9862379179728318
19256,Cory Fields,0.9731495450191571
19253,John Newbery,0.9856928557952266
19252,gzhao408,0.9863109876301328
19250,MarcoFalke,0.9855828353578893
19247,practicalswift,0.9855243028343783
19245,Kiminuo,1.0383739728203631
19243,Luke Dashjr,0.9851948136174967
19241,Luke Dashjr,0.9851086112562406
19240,Carl Dong,0.9290395840589806
19240,Cory Fields,0.9912203210263556
19238,Hennadii Stepanov,1.256815923241031
19237,Elichai Turkel,0.9867268364318472
19233,Hennadii Stepanov,0.9846128308951586
19228,Pieter Wuille,0.9845921626465808
19227,TrentZ,0.9842001280767445
19222,practicalswift,0.9838856960408684
19219,Pieter Wuille,0.9843582692949611
19216,Patrick Strateman,0.9836701878700801
19215,Andrew Chow,0.9812780349290318
19213,Hennadii Stepanov,1.1033425808008244
19210,Hennadii Stepanov,0.9832096558254964
19208,Roy Shao,0.9842177885173575
19205,Brian Liotti,1.0033094005790666
19204,MarcoFalke,0.9824676497373157
19203,practicalswift,1.0819445941091954
19202,Jon Atack,0.9824730920918959
19200,Jon Atack,0.9819610390906188
19198,MarcoFalke,0.9824172580691977
19197,fanquake,0.981595634868803
19195,Patrick Strateman,0.9818998685369015
19194,MIZUTA Takeshi,0.9830078714588413
19191,MarcoFalke,0.981685070895739
19189,Hennadii Stepanov,0.9819862145158481
19184,Pieter Wuille,0.9812888463175818
19183,MarcoFalke,0.981144273191687
19181,Pieter Wuille,0.14166192274759085
19178,John Newbery,0.9808969544583769
19177,Troy Giorshev,0.9801618420193312
19176,Wladimir J. van der Laan,0.9808169367283951
19172,Hennadii Stepanov,0.9806026001756066
19168,Fabian Jahr,1.0231684934836875
19164,MarcoFalke,0.9796134204835714
19160,Russell Yanofsky,0.5508176260933085
19153,Ivan Metlushko,0.9791319081620806
19147,Antoine Riard,0.9787857381284105
19145,Fabian Jahr,1.0923413462933937
19143,practicalswift,0.9828138095665709
19137,Andrew Chow,0.9779792749090522
19136,Andrew Chow,0.9615333856706432
19134,dboures,0.9803000415433065
19132,Vasil Dimov,0.9776670802856148
19131,Jonathan Schoeller,0.9777378898539998
19125,Thomas Bucaioni,0.9770516044061303
19124,skmcontrib,1.0333870765848137
19120,Luke Dashjr,0.9766585212759782
19117,Harris,0.9559353593405318
19117,Luke Dashjr,0.9765019810170672
19116,Patrick Strateman,0.9764807853136248
19114,MarcoFalke,0.9761630674561709
19109,Pieter Wuille,0.9782889672587949
19107,Troy Giorshev,0.9855589010918573
19106,Vasil Dimov,0.9754719655244979
19105,Fabian Jahr,0.990021261465227
19105,Pieter Wuille,0.9732579022988506
19104,João Barbosa,0.8197309934836875
19101,Russell Yanofsky,0.9746967066498317
19100,Russell Yanofsky,0.9746446323870893
19099,Russell Yanofsky,0.9859949319584738
19098,Russell Yanofsky,0.9748101978840126
19096,Russell Yanofsky,0.9743411032015558
19095,John Newbery,0.9747067115116684
19093,codeShark149,0.9714270579356786
19092,Jon Atack,0.976082383037753
19090,MarcoFalke,0.9745579382702229
19089,Jon Atack,0.9766497616767013
19088,fanquake,0.9743780522538604
19085,John Newbery,0.9740159315859747
19084,Anthony Towns,0.9741421851416463
19083,gzhao408,0.9741435729420642
19082,Gillian Chu,0.9739123817194938
19078,MarcoFalke,0.9737757241959828
19077,Andrew Chow,0.9878839936723556
19077,Russell Yanofsky,1.078201238317079
19072,MarcoFalke,0.9721517709421804
19071,MarcoFalke,0.9716114176970858
19070,John Newbery,0.977369982149077
19070,Jim Posen,0.9558794346119239
19068,fanquake,0.9724351048057944
19067,practicalswift,0.9722007793451759
19065,practicalswift,1.038929452571694
19064,Hennadii Stepanov,1.225514039460699
19063,Hennadii Stepanov,0.9654612123389064
19063,Pieter Wuille,0.9692341065105075
19063,Calvin Kim,0.9665698834610472
19063,John Newbery,0.9692597853535354
19063,Jim Posen,0.9560183552478811
19063,MarcoFalke,0.9704358128700802
19063,fanquake,0.9705582132387089
19063,practicalswift,0.9510340110878904
19063,codeShark149,0.9714270579356786
19063,Andrew Chow,0.9635816781772466
19061,pad,0.973551245210728
19056,MarcoFalke,0.9700856535905027
19055,Fabian Jahr,1.076491889984616
19054,Andrew Chow,0.9700296200148033
19052,practicalswift,0.9699339298153953
19048,codeShark149,0.9697854895942181
19046,Andrew Chow,0.9695338895419714
19044,John Newbery,0.9732694854435157
19044,Jim Posen,0.7943939091586362
19043,Matt Drollette,1.0240543999622664
19041,MarcoFalke,0.9764004125707907
19033,João Barbosa,0.9692141330691977
19032,Pieter Wuille,0.9692341065105075
19031,Vasil Dimov,0.9678967431136074
19029,Hennadii Stepanov,0.9683748947811448
19025,Andrew Chow,0.9492444787312784
19025,Hennadii Stepanov,0.9418460920265878
19025,Luke Dashjr,0.870867928567282
19025,João Barbosa,0.894580947767909
19025,fanquake,1.0123761637568212
19025,Aaron Clauson,0.9405668620471961
19025,MarcoFalke,0.9404492663706026
19022,MarcoFalke,0.9678341333594567
19020,MarcoFalke,0.9677968260188088
19014,MarcoFalke,0.9675149165868455
19013,MarcoFalke,1.1721958540142807
19013,Sjors Provoost,1.2598126487576917
19011,Jonas Schnelli,0.9675164721931964
19010,John Newbery,0.9692597853535354
19010,Jim Posen,0.9560183552478811
19009,h2o,0.9792279237689393
19007,Jonas Schnelli,0.9667743980755834
19006,MarcoFalke,0.9670098222406053
19005,Calvin Kim,0.9761259052449786
19004,Calvin Kim,0.9665698834610472
19001,10xcryptodev,0.966960000507953
18994,practicalswift,0.9653309625400143
18993,10xcryptodev,0.9656769835568327
18991,Gleb Naumenko,0.9840777712469523
18990,MarcoFalke,0.9652126237228608
18988,Antoine Riard,0.9627352689974455
18986,codeShark149,0.9664419019577963
18985,William Casarin,0.9538617406101242
18982,Russell Yanofsky,0.9672462865000581
18981,Karl-Johan Alm,0.9642044366074538
18971,Andrew Chow,0.9820131114096632
18968,MarcoFalke,0.9691320351503541
18965,10xcryptodev,0.9679012285208406
18964,João Barbosa,0.9623355819328341
18963,Matt Corallo,0.7471609406617489
18963,John Newbery,0.8211794217316847
18963,Carl Dong,0.9674905998442277
18961,tborn,0.9633288297849182
18960,John Newbery,0.9608957843521421
18958,Carl Dong,0.9652293000043539
18956,fanquake,0.9618517430047603
18949,Wladimir J. van der Laan,0.7933975893997446
18949,Adam Jonas,0.9545643576570301
18948,Hennadii Stepanov,1.0109923045106235
18942,fanquake,0.9610641254499013
18938,practicalswift,0.9602438809793337
